策略,日期,计划购电量_kWh,调整后购电量_kWh,上调量_kWh,下调量_kWh,紧急购电量_kWh,剩余电量_kWh,计划购电费_元,调整成本_元,紧急购电费_元,总成本_元
问题3_固定价_八时点代理,2025-07-18,33296.61578333333,38297.705012463906,5029.311486446637,28.222257316056925,5216.985409398256,9200.442321862165,18752.82236413083,5498.666100630904,18141.112343133038,42392.60080789477
问题3_固定价_八时点代理,2025-07-19,34106.53038333333,38691.46495428817,5127.522829670247,542.5882587154144,4197.913297344212,12666.55920163238,19383.806228616664,5576.904070926145,13890.856193790765,38851.56649333358
问题3_固定价_八时点代理,2025-07-20,67929.21933209876,73366.45931256401,6453.242767124009,1016.0027866587601,4195.184644810318,1645.7162472839807,41423.04955051308,7349.3176338897765,14637.766014654202,63410.13319905706
问题3_固定价_八时点代理,2025-07-21,68507.1871425926,74681.58894116487,6273.4307086422405,99.0289100699647,4866.934728594035,1547.544190477827,42528.850227640985,6813.478354046647,16868.120888186713,66210.44946987435
问题3_固定价_八时点代理,2025-07-22,65751.66783641426,76136.399844662,10384.732008247734,0.0,4258.392529260737,2591.1423884849933,41175.43976803789,9586.735889291378,14167.696984526552,64929.87264185582
问题3_固定价_八时点代理,2025-07-23,76726.27192822359,74927.73063019164,3409.902342896731,5208.443640928676,4736.137105786682,1455.114796912119,47466.87525365929,2797.4143325708396,17032.457954359903,67296.74754059002
问题3_固定价_八时点代理,2025-07-24,75676.23713038408,74643.15906635752,2738.5492926406087,3771.6273566671694,4149.649720798545,1269.8113744932125,47377.03970291024,2275.062574557085,13324.772951149194,62976.87522861652
问题3_固定价_八时点代理,2025-07-25,33795.51961111111,37392.35270474224,3596.833093631133,0.0,3750.1490399291515,11597.182178004728,19134.836809303335,3911.850995336099,13067.36252815521,36114.05033279464
问题3_固定价_八时点代理,2025-07-26,33924.84461666667,38964.84172671751,5039.997110050843,0.0,3299.8115745153445,10767.622946119325,18779.963955820276,5416.007241378722,11463.443477789424,35659.414674988424
问题3_固定价_八时点代理,2025-07-27,68914.613225,75141.1767766462,6701.315888693603,474.7523370473931,4210.528311427606,1559.5758352367252,42315.777833771666,7553.7619496360985,14704.947370861948,64574.487154269715
问题3_固定价_八时点代理,2025-07-28,71734.56139022634,78858.47095095523,7123.909560728889,0.0,4765.73009320675,1440.801198798271,44144.856929858695,7627.582945374152,16837.941972425124,68610.38184765796
问题3_固定价_八时点代理,2025-07-29,71666.43251371742,80271.05380033774,8604.621286620324,0.0,2618.3041858363904,2678.1068557429585,44882.73639860545,7617.667522992459,9678.965490389875,62179.369411987784
问题3_固定价_八时点代理,2025-07-30,65172.97535181756,78011.82802322402,12838.852671406461,0.0,2591.755814634044,2293.4863280290815,41109.85502308841,11701.156034067984,9051.369989932931,61862.38104708932
问题3_固定价_八时点代理,2025-07-31,69335.44902685184,77647.82574757414,8312.376720722288,0.0,3049.736345468726,1821.2346226615539,43212.778266727495,7996.013625024247,11322.765725388992,62531.55761714074
